day,index
2006-07-17,99.076700000000002
2006-07-18,99.134100000000004
2006-07-19,98.926199999999994
2006-07-20,98.601399999999998
2006-07-21,98.522099999999995
2006-07-24,98.779499999999999
2006-07-25,98.938800000000001
2006-07-26,98.742000000000004
2006-07-27,98.228300000000004
2006-07-28,98.053899999999999
2006-07-31,97.999600000000001
2006-08-01,98.171499999999995
2006-08-02,97.943200000000004
2006-08-03,98.069400000000002
2006-08-04,97.600499999999997
2006-08-07,97.508799999999994
2006-08-08,97.6524
2006-08-09,97.440200000000004
2006-08-10,97.8887
2006-08-11,97.786299999999997
2006-08-14,97.967699999999994
2006-08-15,97.804299999999998
2006-08-16,97.389399999999995
2006-08-17,97.348600000000005
2006-08-18,97.7577
2006-08-21,97.385599999999997
2006-08-22,97.607900000000001
2006-08-23,97.573099999999997
2006-08-24,97.793899999999994
2006-08-25,97.8827
2006-08-28,97.846699999999998
2006-08-29,97.774799999999999
2006-08-30,97.5792
2006-08-31,97.644000000000005
2006-09-01,97.508399999999995
2006-09-04,97.498099999999994
2006-09-05,97.4392
2006-09-06,97.608699999999999
2006-09-07,97.8108
2006-09-08,98.2119
2006-09-11,98.384500000000003
2006-09-12,98.278099999999995
2006-09-13,98.177499999999995
2006-09-14,98.008799999999994
2006-09-15,98.210400000000007
2006-09-18,98.133200000000002
2006-09-19,98.170299999999997
2006-09-20,98.155600000000007
2006-09-21,97.945800000000006
2006-09-22,97.866699999999994
2006-09-25,97.990899999999996
2006-09-26,98.055499999999995
2006-09-27,98.0107
2006-09-28,98.0381
2006-09-29,98.105400000000003
2006-10-02,97.924700000000001
2006-10-03,98.1267
2006-10-04,98.368200000000002
2006-10-05,98.277600000000007
2006-10-06,98.561899999999994
2006-10-09,98.5702
2006-10-10,98.912499999999994
2006-10-11,98.914599999999993
2006-10-12,98.831000000000003
2006-10-13,98.800200000000004
2006-10-16,98.709999999999994
2006-10-17,98.535399999999996
2006-10-18,98.616399999999999
2006-10-19,98.289699999999996
2006-10-20,98.162899999999993
2006-10-23,98.448300000000003
2006-10-24,98.349000000000004
2006-10-25,98.205699999999993
2006-10-26,97.890699999999995
2006-10-27,97.491399999999999
2006-10-30,97.5672
2006-10-31,97.390100000000004
2006-11-01,97.494900000000001
2006-11-02,97.655600000000007
2006-11-03,97.7209
2006-11-06,97.805999999999997
2006-11-07,97.445300000000003
2006-11-08,97.579999999999998
2006-11-09,97.504099999999994
2006-11-10,97.463800000000006
2006-11-13,97.790400000000005
2006-11-14,97.747500000000002
2006-11-15,97.835899999999995
2006-11-16,97.809799999999996
2006-11-17,97.985500000000002
2006-11-20,98.025400000000005
2006-11-21,98.021500000000003
2006-11-22,97.531499999999994
2006-11-23,97.531400000000005
2006-11-24,97.065700000000007
2006-11-27,96.998599999999996
2006-11-28,96.842799999999997
2006-11-29,96.857699999999994
2006-11-30,96.5779
2006-12-01,96.458500000000001
2006-12-04,96.431899999999999
2006-12-05,96.208200000000005
2006-12-06,96.283900000000003
2006-12-07,96.320700000000002
2006-12-08,96.612300000000005
2006-12-11,96.664599999999993
2006-12-12,96.7119
2006-12-13,96.729600000000005
2006-12-14,96.794600000000003
2006-12-15,96.985699999999994
2006-12-18,97.155900000000003
2006-12-19,96.931299999999993
2006-12-20,96.776200000000003
2006-12-21,96.9148
2006-12-22,97.1113
2006-12-25,97.122100000000003
2006-12-26,97.178600000000003
2006-12-27,97.207599999999999
2006-12-28,97.065600000000003
2006-12-29,97.031199999999998
2007-01-01,97.032300000000006
2007-01-03,97.128100000000003
2007-01-04,97.525099999999995
2007-01-05,97.780100000000004
2007-01-08,97.787999999999997
2007-01-09,97.964200000000005
2007-01-10,98.094300000000004
2007-01-11,98.084500000000006
2007-01-12,97.921000000000006
2007-01-15,97.920100000000005
2007-01-16,97.9816
2007-01-17,97.750900000000001
2007-01-18,97.828599999999994
2007-01-19,97.686800000000005
2007-01-22,97.826999999999998
2007-01-23,97.811700000000002
2007-01-24,97.908000000000001
2007-01-25,97.839600000000004
2007-01-26,98.149100000000004
2007-01-29,98.206599999999995
2007-01-30,98.151499999999999
2007-01-31,97.963999999999999
2007-02-01,97.710099999999997
2007-02-02,97.974299999999999
2007-02-05,97.870000000000005
2007-02-06,97.735699999999994
2007-02-07,97.7239
2007-02-08,97.816900000000004
2007-02-09,97.707599999999999
2007-02-12,97.940899999999999
2007-02-13,97.706299999999999
2007-02-14,97.277900000000002
2007-02-15,97.158799999999999
2007-02-16,97.164000000000001
2007-02-19,97.154499999999999
2007-02-20,97.320999999999998
2007-02-21,97.269999999999996
2007-02-22,97.266000000000005
2007-02-23,97.175600000000003
2007-02-26,97.228099999999998
2007-02-27,97.088300000000004
2007-02-28,97.238600000000005
2007-03-01,97.335800000000006
2007-03-02,97.369100000000003
2007-03-05,97.671599999999998
2007-03-06,97.512299999999996
2007-03-07,97.455799999999996
2007-03-08,97.573099999999997
2007-03-09,97.4559
2007-03-12,97.301299999999998
2007-03-13,97.220299999999995
2007-03-14,97.275899999999993
2007-03-15,97.247600000000006
2007-03-16,97.040700000000001
2007-03-19,97.106200000000001
2007-03-20,96.798500000000004
2007-03-21,96.619500000000002
2007-03-22,96.389300000000006
2007-03-23,96.566199999999995
2007-03-26,96.549300000000002
2007-03-27,96.455799999999996
2007-03-28,96.489400000000003
2007-03-29,96.506699999999995
2007-03-30,96.318299999999994
2007-04-02,96.317499999999995
2007-04-03,96.377399999999994
2007-04-04,96.364599999999996
2007-04-05,96.118799999999993
2007-04-06,96.252600000000001
2007-04-09,96.293000000000006
2007-04-10,96.117900000000006
2007-04-11,96.029300000000006
2007-04-12,95.799899999999994
2007-04-13,95.710999999999999
2007-04-16,95.553799999999995
2007-04-17,95.383200000000002
2007-04-18,95.310900000000004
2007-04-19,95.271199999999993
2007-04-20,95.169200000000004
2007-04-23,95.183300000000003
2007-04-24,95.160799999999995
2007-04-25,94.849699999999999
2007-04-26,95.165300000000002
2007-04-27,95.010300000000001
2007-04-30,94.836500000000001
2007-05-01,95.003699999999995
2007-05-02,95.035200000000003
2007-05-03,95.0167
2007-05-04,94.911799999999999
2007-05-07,94.691400000000002
2007-05-08,94.864800000000002
2007-05-09,94.793300000000002
2007-05-10,94.950599999999994
2007-05-11,95.003500000000003
2007-05-14,94.826700000000002
2007-05-15,94.557400000000001
2007-05-16,94.814300000000003
2007-05-17,94.8339
2007-05-18,94.657300000000006
2007-05-21,94.702600000000004
2007-05-22,94.575299999999999
2007-05-23,94.455699999999993
2007-05-24,94.702500000000001
2007-05-25,94.502200000000002
2007-05-28,94.495900000000006
2007-05-29,94.353300000000004
2007-05-30,94.549000000000007
2007-05-31,94.3215
2007-06-01,94.132000000000005
2007-06-04,93.996899999999997
2007-06-05,93.998599999999996
2007-06-06,94.121700000000004
2007-06-07,94.353700000000003
2007-06-08,94.759900000000002
2007-06-11,94.657600000000002
2007-06-12,94.699100000000001
2007-06-13,94.9011
2007-06-14,94.902900000000002
2007-06-15,94.622799999999998
2007-06-18,94.547499999999999
2007-06-19,94.322699999999998
2007-06-20,94.361800000000002
2007-06-21,94.607299999999995
2007-06-22,94.437100000000001
2007-06-25,94.510499999999993
2007-06-26,94.467799999999997
2007-06-27,94.563299999999998
2007-06-28,94.239500000000007
2007-06-29,94.139300000000006
2007-07-02,93.634
2007-07-03,93.697000000000003
2007-07-04,93.6965
2007-07-05,93.765299999999996
2007-07-06,93.575900000000004
2007-07-09,93.551900000000003
2007-07-10,93.3339
2007-07-11,93.308899999999994
2007-07-12,93.119799999999998
2007-07-13,93.013300000000001
2007-07-16,92.909400000000005
2007-07-17,92.909499999999994
2007-07-18,92.795900000000003
2007-07-19,92.733199999999997
2007-07-20,92.7179
2007-07-23,92.658500000000004
2007-07-24,92.504999999999995
2007-07-25,92.918899999999994
2007-07-26,93.118600000000001
2007-07-27,93.548500000000004
2007-07-30,93.591800000000006
2007-07-31,93.426400000000001
2007-08-01,93.4011
2007-08-02,93.303799999999995
2007-08-03,93.103899999999996
2007-08-06,93.111199999999997
2007-08-07,93.317099999999996
2007-08-08,93.0989
2007-08-09,93.441000000000003
2007-08-10,93.5214
2007-08-13,93.603200000000001
2007-08-14,94.041600000000003
2007-08-15,94.501400000000004
2007-08-16,94.905500000000004
2007-08-17,94.319000000000003
2007-08-20,94.213800000000006
2007-08-21,94.267600000000002
2007-08-22,94.099800000000002
2007-08-23,93.982699999999994
2007-08-24,93.686300000000003
2007-08-27,93.610900000000001
2007-08-28,93.839399999999998
2007-08-29,93.717399999999998
2007-08-30,93.732399999999998
2007-08-31,93.667400000000001
2007-09-03,93.6691
2007-09-04,93.643299999999996
2007-09-05,93.545299999999997
2007-09-06,93.446799999999996
2007-09-07,93.293899999999994
2007-09-10,93.234899999999996
2007-09-11,92.924400000000006
2007-09-12,92.638599999999997
2007-09-13,92.617199999999997
2007-09-14,92.708299999999994
2007-09-17,92.822999999999993
2007-09-18,92.6584
2007-09-19,92.153400000000005
2007-09-20,91.421199999999999
2007-09-21,91.485399999999998
2007-09-24,91.401700000000005
2007-09-25,91.339200000000005
2007-09-26,91.433499999999995
2007-09-27,91.349699999999999
2007-09-28,90.944599999999994
2007-10-01,90.880099999999999
2007-10-02,91.120000000000005
2007-10-03,91.103800000000007
2007-10-04,91.163200000000003
2007-10-05,90.7393
2007-10-08,90.748000000000005
2007-10-09,90.860900000000001
2007-10-10,90.715400000000002
2007-10-11,90.490099999999998
2007-10-12,90.594499999999996
2007-10-15,90.538700000000006
2007-10-16,90.712299999999999
2007-10-17,90.515000000000001
2007-10-18,90.308400000000006
2007-10-19,90.101399999999998
2007-10-22,90.677700000000002
2007-10-23,90.189899999999994
2007-10-24,90.226200000000006
2007-10-25,89.992500000000007
2007-10-26,89.650800000000004
2007-10-29,89.411799999999999
2007-10-30,89.325199999999995
2007-10-31,89.138900000000007
2007-11-01,89.162800000000004
2007-11-02,88.892399999999995
2007-11-05,88.885099999999994
2007-11-06,88.493799999999993
2007-11-07,88.063100000000006
2007-11-08,88.263099999999994
2007-11-09,88.461500000000001
2007-11-12,88.465000000000003
2007-11-13,89.101600000000005
2007-11-14,88.967100000000002
2007-11-15,89.441299999999998
2007-11-16,89.318200000000004
2007-11-19,89.526200000000003
2007-11-20,89.262200000000007
2007-11-21,89.3352
2007-11-22,89.326899999999995
2007-11-23,89.238399999999999
2007-11-26,89.144999999999996
2007-11-27,89.408199999999994
2007-11-28,89.419499999999999
2007-11-29,89.368099999999998
2007-11-30,89.621200000000002
2007-12-03,89.640299999999996
2007-12-04,89.667199999999994
2007-12-05,89.875100000000003
2007-12-06,89.9268
2007-12-07,89.739999999999995
2007-12-10,89.681100000000001
2007-12-11,89.717600000000004
2007-12-12,89.734899999999996
2007-12-13,90.1374
2007-12-14,90.4345
2007-12-17,90.536299999999997
2007-12-18,90.560199999999995
2007-12-19,90.614699999999999
2007-12-20,90.469499999999996
2007-12-21,90.367199999999997
2007-12-24,90.178799999999995
2007-12-25,90.178600000000003
2007-12-26,89.922600000000003
2007-12-27,89.683999999999997
2007-12-28,89.406899999999993
2007-12-31,89.630399999999995
2008-01-01,89.6297
2008-01-02,89.351399999999998
2008-01-03,89.230999999999995
2008-01-04,89.246700000000004
2008-01-07,89.571799999999996
2008-01-08,89.339799999999997
2008-01-09,89.680700000000002
2008-01-10,89.622600000000006
2008-01-11,89.521500000000003
2008-01-14,89.274900000000002
2008-01-15,89.155500000000004
2008-01-16,89.670100000000005
2008-01-17,89.648399999999995
2008-01-18,89.899299999999997
2008-01-21,89.926500000000004
2008-01-22,89.840000000000003
2008-01-23,89.913799999999995
2008-01-24,89.203000000000003
2008-01-25,89.218400000000003
2008-01-28,88.955500000000001
2008-01-29,88.834199999999996
2008-01-30,88.744200000000006
2008-01-31,88.654700000000005
2008-02-01,88.482399999999998
2008-02-04,88.478800000000007
2008-02-05,89.075999999999993
2008-02-06,88.998699999999999
2008-02-07,89.4221
2008-02-08,89.2226
2008-02-11,89.2149
2008-02-12,88.953900000000004
2008-02-13,89.138199999999998
2008-02-14,88.905500000000004
2008-02-15,88.900599999999997
2008-02-18,88.900400000000005
2008-02-19,88.962599999999995
2008-02-20,89.257199999999997
2008-02-21,88.715999999999994
2008-02-22,88.708200000000005
2008-02-25,88.537300000000002
2008-02-26,88.099800000000002
2008-02-27,87.335300000000004
2008-02-28,87.036299999999997
2008-02-29,87.165400000000005
2008-03-03,87.238100000000003
2008-03-04,87.303899999999999
2008-03-05,87.134699999999995
2008-03-06,86.910499999999999
2008-03-07,87.125799999999998
2008-03-10,87.145200000000003
2008-03-11,87.176299999999998
2008-03-12,86.727999999999994
2008-03-13,86.389099999999999
2008-03-14,86.430099999999996
2008-03-17,86.341700000000003
2008-03-18,86.119100000000003
2008-03-19,86.575500000000005
2008-03-20,87.329300000000003
2008-03-21,87.211100000000002
2008-03-24,87.310299999999998
2008-03-25,86.8339
2008-03-26,86.551299999999998
2008-03-27,86.458299999999994
2008-03-28,86.636899999999997
2008-03-31,86.688100000000006
2008-04-01,87.027600000000007
2008-04-02,86.888599999999997
2008-04-03,86.642399999999995
2008-04-04,86.510800000000003
2008-04-07,86.602999999999994
2008-04-08,86.736900000000006
2008-04-09,86.576400000000007
2008-04-10,86.513099999999994
2008-04-11,86.502899999999997
2008-04-14,86.349199999999996
2008-04-15,86.470500000000001
2008-04-16,85.903700000000001
2008-04-17,86.107699999999994
2008-04-18,86.527699999999996
2008-04-21,86.297899999999998
2008-04-22,85.927000000000007
2008-04-23,86.384100000000004
2008-04-24,86.715400000000002
2008-04-25,86.833699999999993
2008-04-28,86.763499999999993
2008-04-29,86.873000000000005
2008-04-30,86.890699999999995
2008-05-01,87.134699999999995
2008-05-02,87.231099999999998
2008-05-05,87.063599999999994
2008-05-06,86.846999999999994
2008-05-07,87.342100000000002
2008-05-08,87.457499999999996
2008-05-09,87.252799999999993
2008-05-12,87.040300000000002
2008-05-13,87.133200000000002
2008-05-14,87.365899999999996
2008-05-15,87.182299999999998
2008-05-16,86.785499999999999
2008-05-19,86.822500000000005
2008-05-20,86.562700000000007
2008-05-21,86.159499999999994
2008-05-22,86.322299999999998
2008-05-23,86.1922
2008-05-26,86.189999999999998
2008-05-27,86.445899999999995
2008-05-28,86.495099999999994
2008-05-29,86.561599999999999
2008-05-30,86.550399999999996
2008-06-02,86.632099999999994
2008-06-03,86.835899999999995
2008-06-04,87.099900000000005
2008-06-05,87.096800000000002
2008-06-06,86.802800000000005
2008-06-09,86.909599999999998
2008-06-10,87.470500000000001
2008-06-11,87.2059
2008-06-12,87.618700000000004
2008-06-13,87.762200000000007
2008-06-16,87.391099999999994
2008-06-17,87.210300000000004
2008-06-18,87.187200000000004
2008-06-19,87.081500000000005
2008-06-20,86.903599999999997
2008-06-23,87.216300000000004
2008-06-24,86.9666
2008-06-25,87.0535
2008-06-26,86.679299999999998
2008-06-27,86.643000000000001
2008-06-30,86.762100000000004
2008-07-01,86.844700000000003
2008-07-02,86.478200000000001
2008-07-03,86.884299999999996
2008-07-04,86.878100000000003
2008-07-07,86.961699999999993
2008-07-08,86.977800000000002
2008-07-09,86.533500000000004
2008-07-10,86.512200000000007
2008-07-11,86.221000000000004
2008-07-14,86.107900000000001
2008-07-15,85.873099999999994
2008-07-16,85.9285
2008-07-17,85.938699999999997
2008-07-18,86.073499999999996
2008-07-21,86.015100000000004
2008-07-22,86.190899999999999
2008-07-23,86.266400000000004
2008-07-24,86.401700000000005
2008-07-25,86.391599999999997
2008-07-28,86.4666
2008-07-29,86.817499999999995
2008-07-30,86.816699999999997
2008-07-31,86.856700000000004
2008-08-01,86.825699999999998
2008-08-04,87.061099999999996
2008-08-05,87.328100000000006
2008-08-06,87.600399999999993
2008-08-07,87.873199999999997
2008-08-08,88.893900000000002
2008-08-11,89.034999999999997
2008-08-12,89.191599999999994
2008-08-13,89.321100000000001
2008-08-14,89.367500000000007
2008-08-15,89.724400000000003
2008-08-18,89.596599999999995
2008-08-19,89.646500000000003
2008-08-20,89.697699999999998
2008-08-21,88.912800000000004
2008-08-22,89.238100000000003
2008-08-25,89.309399999999997
2008-08-26,89.700699999999998
2008-08-27,89.641900000000007
2008-08-28,89.822500000000005
2008-08-29,90.056700000000006
2008-09-01,90.079999999999998
2008-09-02,90.843800000000002
2008-09-03,90.828599999999994
2008-09-04,91.162099999999995
2008-09-05,91.340999999999994
2008-09-08,91.662999999999997
2008-09-09,91.5779
2008-09-10,92.128299999999996
2008-09-11,92.490099999999998
2008-09-12,91.470600000000005
2008-09-15,91.757000000000005
2008-09-16,92.059399999999997
2008-09-17,92.098200000000006
2008-09-18,91.711100000000002
2008-09-19,91.001400000000004
2008-09-22,90.111900000000006
2008-09-23,90.122100000000003
2008-09-24,90.4602
2008-09-25,90.465100000000007
2008-09-26,90.687200000000004
2008-09-29,91.396100000000004
2008-09-30,92.377300000000005
2008-10-01,92.510999999999996
2008-10-02,93.379199999999997
2008-10-03,93.541399999999996
2008-10-06,95.162899999999993
2008-10-07,95.488900000000001
2008-10-08,96.968400000000003
2008-10-09,96.514300000000006
2008-10-10,97.998999999999995
2008-10-13,97.968599999999995
2008-10-14,96.254400000000004
2008-10-15,97.204499999999996
2008-10-16,98.367999999999995
2008-10-17,97.725499999999997
2008-10-20,98.160499999999999
2008-10-21,99.424199999999999
2008-10-22,101.2131
2008-10-23,101.1071
2008-10-24,101.8442
2008-10-27,102.3415
2008-10-28,102.42359999999999
2008-10-29,100.0967
2008-10-30,99.456800000000001
2008-10-31,99.766199999999998
2008-11-03,99.4345
2008-11-04,97.995699999999999
2008-11-05,98.095299999999995
2008-11-06,99.5364
2008-11-07,99.394400000000005
2008-11-10,99.589699999999993
2008-11-11,99.604100000000003
2008-11-12,101.1947
2008-11-13,101.774
2008-11-14,100.9705
2008-11-17,101.10290000000001
2008-11-18,101.3965
2008-11-19,101.88039999999999
2008-11-20,103.27370000000001
2008-11-21,103.6289
2008-11-24,101.502
2008-11-25,100.7997
2008-11-26,101.25660000000001
2008-11-27,101.2564
2008-11-28,101.6468
2008-12-01,102.17440000000001
2008-12-02,101.98909999999999
2008-12-03,102.4251
2008-12-04,102.0715
2008-12-05,103.4902
2008-12-08,101.7227
2008-12-09,101.7346
2008-12-10,101.29130000000001
2008-12-11,99.510099999999994
2008-12-12,100.319
2008-12-15,99.100099999999998
2008-12-16,98.477099999999993
2008-12-17,96.822699999999998
2008-12-18,96.844700000000003
2008-12-19,98.127799999999993
2008-12-22,98.164299999999997
2008-12-23,98.269800000000004
2008-12-24,98.224900000000005
2008-12-25,98.241900000000001
2008-12-26,98.259399999999999
2008-12-29,97.935900000000004
2008-12-30,98.383300000000006
2008-12-31,98.651799999999994
2009-01-02,98.600800000000007
2009-01-05,98.919499999999999
2009-01-06,98.787099999999995
2009-01-07,98.088999999999999
2009-01-08,98.322299999999998
2009-01-09,98.875200000000007
2009-01-12,99.602199999999996
2009-01-13,100.3597
2009-01-14,100.7546
2009-01-15,101.4653
2009-01-16,100.711
2009-01-21,102.1007
2009-01-22,101.8432
2009-01-23,102.1096
2009-01-26,100.9764
2009-01-27,101.17019999999999
2009-01-28,100.5461
2009-01-29,101.3398
2009-01-30,102.1169
2009-02-02,102.5067
2009-02-03,101.8506
2009-02-04,101.90560000000001
2009-02-05,101.9517
2009-02-06,101.74550000000001
2009-02-09,100.9637
2009-02-10,101.7094
2009-02-11,102.23999999999999
2009-02-12,102.598
2009-02-13,102.2958
2009-02-17,103.7625
2009-02-18,104.0385
2009-02-19,103.76560000000001
2009-02-20,104.0244
2009-02-23,103.74160000000001
2009-02-24,103.9829
2009-02-25,104.3086
2009-02-26,104.18129999999999
2009-02-27,104.9284
2009-03-02,105.96169999999999
2009-03-03,106.0249
2009-03-04,105.4558
2009-03-05,105.8064
2009-03-06,105.3937
2009-03-09,106.01819999999999
2009-03-10,105.1153
2009-03-11,104.84990000000001
2009-03-12,104.89
2009-03-13,104.11060000000001
2009-03-16,103.20050000000001
2009-03-17,103.23050000000001
2009-03-18,103.0005
2009-03-19,100.3951
2009-03-20,101.0581
2009-03-23,101.10299999999999
2009-03-24,101.03189999999999
2009-03-25,100.9674
2009-03-26,101.09699999999999
2009-03-27,101.83880000000001
2009-03-30,102.749
2009-03-31,102.37609999999999
2009-04-01,102.12520000000001
2009-04-02,100.8733
2009-04-03,100.6429
2009-04-06,100.94280000000001
2009-04-07,100.9808
2009-04-08,100.8948
2009-04-09,100.7988
2009-04-10,100.7597
2009-04-13,100.1369
2009-04-14,99.909700000000001
2009-04-15,100.1497
2009-04-16,100.0517
2009-04-17,100.5719
2009-04-20,101.44799999999999
2009-04-21,101.1794
2009-04-22,101.1142
2009-04-23,101.0065
2009-04-24,100.0244
2009-04-27,100.72580000000001
2009-04-28,101.3145
2009-04-29,100.0009
2009-04-30,100.10420000000001
2009-05-01,100.0057
2009-05-04,99.134
2009-05-05,98.852900000000005
2009-05-06,98.904399999999995
2009-05-07,98.552000000000007
2009-05-08,98.126900000000006
2009-05-11,97.747
2009-05-12,97.826899999999995
2009-05-13,98.027600000000007
2009-05-14,98.127099999999999
2009-05-15,98.106300000000005
2009-05-18,97.941199999999995
2009-05-19,97.282700000000006
2009-05-20,96.570700000000002
2009-05-21,96.603899999999996
2009-05-22,95.878799999999998
2009-05-26,95.988
2009-05-27,95.962199999999996
2009-05-28,96.131299999999996
2009-05-29,95.268000000000001
2009-06-01,94.810699999999997
2009-06-02,94.655600000000007
2009-06-03,95.075100000000006
2009-06-04,95.292199999999994
2009-06-05,96.041200000000003
2009-06-08,96.654799999999994
2009-06-09,95.953699999999998
2009-06-10,96.127700000000004
2009-06-11,95.499300000000005
2009-06-12,95.835999999999999
2009-06-15,96.751900000000006
2009-06-16,96.261600000000001
2009-06-17,96.640000000000001
2009-06-18,96.148200000000003
2009-06-19,96.032499999999999
2009-06-22,96.881799999999998
2009-06-23,96.519599999999997
2009-06-24,96.236900000000006
2009-06-25,96.7072
2009-06-26,96.1935
2009-06-29,96.242000000000004
2009-06-30,96.376099999999994
2009-07-01,95.658100000000005
2009-07-02,96.321600000000004
2009-07-06,96.617400000000004
2009-07-07,96.632099999999994
2009-07-08,97.020399999999995
2009-07-09,96.621899999999997
2009-07-10,97.081900000000005
2009-07-13,96.999499999999998
2009-07-14,96.659899999999993
2009-07-15,95.800399999999996
2009-07-16,95.724100000000007
2009-07-17,95.6036
2009-07-20,95.090299999999999
2009-07-21,95.056399999999996
2009-07-22,94.865899999999996
2009-07-23,94.531999999999996
2009-07-24,94.704599999999999
2009-07-27,94.665899999999993
2009-07-28,94.559200000000004
2009-07-29,95.1678
2009-07-30,94.896699999999996
2009-07-31,94.252600000000001
2009-08-03,93.633099999999999
2009-08-04,93.728099999999998
2009-08-05,93.784800000000004
2009-08-06,93.9358
2009-08-07,94.469200000000001
2009-08-10,94.608699999999999
2009-08-11,94.867800000000003
2009-08-12,94.539400000000001
2009-08-13,94.239199999999997
2009-08-14,94.474999999999994
2009-08-17,95.102400000000003
2009-08-18,95.111800000000002
2009-08-19,94.4084
2009-08-20,94.349199999999996
2009-08-21,94.010300000000001
2009-08-24,93.9345
2009-08-25,93.906599999999997
2009-08-26,94.866200000000006
2009-08-27,94.794300000000007
2009-08-28,94.448899999999995
2009-08-31,94.620199999999997
2009-09-01,95.220100000000002
2009-09-02,95.157499999999999
2009-09-03,94.959000000000003
2009-09-04,94.581100000000006
2009-09-08,93.732299999999995
2009-09-09,93.691500000000005
2009-09-10,93.694699999999997
2009-09-11,93.322500000000005
2009-09-14,93.619600000000005
2009-09-15,93.442700000000002
2009-09-16,92.907200000000003
2009-09-17,92.828699999999998
2009-09-18,93.1233
2009-09-21,93.354699999999994
2009-09-22,92.866399999999999
2009-09-23,92.978999999999999
2009-09-24,93.470799999999997
2009-09-25,93.5535
2009-09-28,93.466899999999995
2009-09-29,93.777600000000007
