day,metres
2018-10-12,1.2841666666666667
2018-10-13,1.1908333333333332
2018-10-14,1.3083333333333333
2018-10-15,1.1695833333333334
2018-10-16,0.90041666666666664
2018-10-17,1.1383333333333334
2018-10-18,1.7341666666666666
2018-10-19,1.7145833333333333
2018-10-20,1.5416666666666667
2018-10-21,1.1679166666666667
2018-10-22,1.2625
2018-10-23,1.2058333333333333
2018-10-24,1.2337499999999999
2018-10-25,1.9533333333333334
2018-10-26,2.336086956521739
2018-10-27,2.0358333333333332
2018-10-28,1.4725000000000001
2018-10-29,2.4204166666666667
2018-10-30,2.7783333333333338
2018-10-31,2.3670833333333334
2018-11-01,1.8
2018-11-02,1.7962499999999999
2018-11-03,1.9495833333333332
2018-11-04,2.1166666666666667
2018-11-05,2.1666666666666665
2018-11-06,2.3470833333333334
2018-11-07,2.1220833333333333
2018-11-08,1.9508333333333334
2018-11-09,1.0304166666666668
2018-11-10,0.94541666666666668
2018-11-11,1.2045833333333333
2018-11-12,0.94041666666666668
2018-11-13,0.73541666666666661
2018-11-14,0.90173913043478271
2018-11-15,1.5112500000000002
2018-11-16,2.0933333333333333
2018-11-17,1.5062499999999999
2018-11-18,1.2183333333333333
2018-11-19,1.1166666666666667
2018-11-20,0.89208333333333334
2018-11-21,1.3724999999999998
2018-11-22,1.9354166666666668
2018-11-23,2.7441666666666666
2018-11-24,2.4824999999999999
2018-11-25,1.81125
2018-11-26,1.2929166666666667
2018-11-27,2.4895833333333335
2018-11-28,3.4933333333333336
2018-11-29,3.750833333333333
2018-11-30,4.2687499999999998
2018-12-01,2.7533333333333334
2018-12-02,2.6591666666666667
2018-12-03,1.7204166666666667
2018-12-04,1.2670833333333333
2018-12-05,2.3533333333333331
2018-12-06,1.8341666666666667
2018-12-07,2.5858333333333334
2018-12-08,1.6891304347826088
2018-12-09,1.5091666666666665
2018-12-10,2.4079166666666665
2018-12-11,2.63375
2018-12-12,2.1343478260869562
2018-12-14,2.6875
2018-12-15,2.9474999999999998
2018-12-16,2.4266666666666667
2018-12-17,4.7216666666666667
2018-12-18,3.9320833333333334
2018-12-19,3.1308333333333334
2018-12-20,3.0262499999999997
2018-12-21,2.5340909090909092
2018-12-22,2.2082608695652173
2018-12-23,1.835
2018-12-24,2.7375000000000003
2018-12-25,3.7012499999999999
2018-12-26,2.9345833333333338
2018-12-27,2.3479166666666669
2018-12-28,2.3070833333333334
2018-12-29,2.0216666666666665
2018-12-30,2.4254166666666666
2018-12-31,2.7916666666666665
