day,wbtc
2021-09-09,203671.0344300000
2021-09-10,203671.0344300000
2021-09-11,203671.0344300000
2021-09-12,203671.0344300000
2021-09-13,203671.0344300000
2021-09-14,203271.0344300000
2021-09-15,205771.0344300000
2021-09-16,205771.0344300000
2021-09-17,206320.7594300000
2021-09-18,206320.7594300000
2021-09-19,206320.7594300000
2021-09-20,206320.7594300000
2021-09-21,206320.7594300000
2021-09-22,206320.7594300000
2021-09-23,205920.7594300000
2021-09-24,205920.7594300000
2021-09-25,205920.7594300000
2021-09-26,205920.7594300000
2021-09-27,205920.7594300000
2021-09-28,205920.7594300000
2021-09-29,205920.7594300000
2021-09-30,205920.7604300000
2021-10-01,206270.5849300000
2021-10-02,205770.5849300000
2021-10-03,205770.5849300000
2021-10-04,205770.5849300000
2021-10-05,205770.5849300000
2021-10-06,207569.6849300000
2021-10-07,208169.1849300000
2021-10-08,209168.6849300000
2021-10-09,208868.6849300000
2021-10-10,208868.6849300000
2021-10-11,208868.6849300000
2021-10-12,209218.5099300000
2021-10-13,210218.0099300000
2021-10-14,210717.7599300000
2021-10-15,210717.7599300000
2021-10-16,215665.5449300000
2021-10-17,215665.5449300000
2021-10-18,215665.5449300000
2021-10-19,215665.5449300000
2021-10-20,216894.9299300000
2021-10-21,218394.1799300000
2021-10-22,220993.1399300000
2021-10-23,220993.1399300000
2021-10-24,221692.7899300000
2021-10-25,221692.7899300000
2021-10-26,221692.7899300000
2021-10-27,222292.4899300000
2021-10-28,222792.2399300000
2021-10-29,224291.4899300000
2021-10-30,228362.4267400000
2021-10-31,228662.2767400000
2021-11-01,228662.2767400000
2021-11-02,230161.5267400000
2021-11-03,230161.5267400000
2021-11-04,231161.0267400000
2021-11-05,231659.7767400000
2021-11-06,234684.0665400000
2021-11-07,234684.0665400000
2021-11-08,234684.0665400000
2021-11-09,235033.8915400000
2021-11-10,235033.8915400000
2021-11-11,239032.1915400000
2021-11-12,239032.1915400000
2021-11-13,239032.1915400000
2021-11-14,239032.1915400000
2021-11-15,239032.1915400000
2021-11-16,239032.1915400000
2021-11-17,239032.1915400000
2021-11-18,242280.8915400000
2021-11-19,242780.6415400000
2021-11-20,245279.6415400000
2021-11-21,245279.6415400000
2021-11-22,245879.3415400000
2021-11-23,248478.3015400000
2021-11-24,249078.0015400000
2021-11-25,249078.0015400000
2021-11-26,249078.0015400000
2021-11-27,253076.4015400000
2021-11-28,253076.4015400000
2021-11-29,253076.4015400000
2021-11-30,253376.2515400000
2021-12-01,253376.2515400000
2021-12-02,253876.0015400000
2021-12-03,253876.0015400000
2021-12-04,253876.0015400000
2021-12-05,256689.8440400000
2021-12-06,256689.8440400000
2021-12-07,256689.8440400000
2021-12-08,256689.8440600000
2021-12-09,256689.8440600000
2021-12-10,256689.8440600000
2021-12-11,256689.8440600000
2021-12-12,256689.8440600000
2021-12-13,256689.8440600000
2021-12-14,256189.8440600000
2021-12-15,258688.8440600000
2021-12-16,258490.2997700000
2021-12-17,258840.1247700000
2021-12-18,258840.1247700000
2021-12-19,258840.1247700000
2021-12-20,258840.1247700000
2021-12-21,258840.1247700000
2021-12-22,258840.1247700000
2021-12-23,258840.1247700000
2021-12-24,258840.1247700000
2021-12-25,258840.1247700000
2021-12-26,258840.1247700000
2021-12-27,258840.1247700000
2021-12-28,259089.9997700000
2021-12-29,258041.0497700000
2021-12-30,258041.0497700000
2021-12-31,258041.0497700000
2022-01-01,258041.0497700000
2022-01-02,258041.0497700000
2022-01-03,258041.0497700000
2022-01-04,258340.8997700000
2022-01-05,259340.3997700000
2022-01-06,260839.6497700000
2022-01-07,263439.6053700000
2022-01-08,266530.9691200000
2022-01-09,266530.9691200000
2022-01-10,266530.9691200000
2022-01-11,266530.9691200000
2022-01-12,266780.8441200000
2022-01-13,266780.8440200000
2022-01-14,266780.8440200000
2022-01-15,266780.8440200000
2022-01-16,266780.8440200000
2022-01-17,266780.8440200000
2022-01-18,266780.8440200000
2022-01-19,266780.8440200000
2022-01-20,263683.3240200000
2022-01-21,263683.3240200000
2022-01-22,265009.7604700000
2022-01-23,270457.5454700000
2022-01-24,270457.5454700000
2022-01-25,271157.1954700000
2022-01-26,271157.1954700000
2022-01-27,271157.1954700000
2022-01-28,271157.1954700000
2022-01-29,271157.1954700000
2022-01-30,271157.1954700000
2022-01-31,271157.1954700000
2022-02-01,267659.9954700000
2022-02-02,267659.9954700000
2022-02-03,267659.9954700000
2022-02-04,265161.9954700000
2022-02-05,261864.6354700000
2022-02-06,261864.6354700000
2022-02-07,261864.6354700000
2022-02-08,261464.6354700000
2022-02-09,261814.4604700000
2022-02-10,261814.4604700000
2022-02-11,261814.4604700000
2022-02-12,261814.4604700000
2022-02-13,261814.4604700000
2022-02-14,261814.4604700000
2022-02-15,261814.4604700000
2022-02-16,262312.6918500000
2022-02-17,262312.6918500000
2022-02-18,262312.6918500000
2022-02-19,262762.4668500000
2022-02-20,262762.4668500000
2022-02-21,262762.4668500000
2022-02-22,263062.3168500000
2022-02-23,263062.3168500000
2022-02-24,263062.3168500000
2022-02-25,263062.3168500000
2022-02-26,262662.3168500000
2022-02-27,262662.3168500000
2022-02-28,262662.3168500000
2022-03-01,262162.3168500000
2022-03-02,262162.3168500000
2022-03-03,263078.8583500000
2022-03-04,264578.1083500000
2022-03-05,266477.1583500000
2022-03-06,266477.1583500000
2022-03-07,266477.1583500000
2022-03-08,269475.9083500000
2022-03-09,271275.0083500000
2022-03-10,271275.0083500000
2022-03-11,271774.7583500000
2022-03-12,272374.4583500000
2022-03-13,272724.2833500000
2022-03-14,272724.2833500000
2022-03-15,272724.2833500000
2022-03-16,272724.2833500000
2022-03-17,272724.2833500000
2022-03-18,272724.2833500000
2022-03-19,272981.0910900000
2022-03-20,272981.0910900000
2022-03-21,272981.0910900000
2022-03-22,273480.8410900000
2022-03-23,273480.8410900000
2022-03-24,273480.8410900000
2022-03-25,274230.4660900000
2022-03-26,274230.4660900000
2022-03-27,274230.4660900000
2022-03-28,274230.4660900000
2022-03-29,274230.4660900000
2022-03-30,274230.4660900000
2022-03-31,274230.4660900000
2022-04-01,274730.2160900000
2022-04-02,275229.9660900000
2022-04-03,275229.9660900000
2022-04-04,275229.9660900000
2022-04-05,275229.9660900000
2022-04-06,275229.9660900000
2022-04-07,275229.9660900000
2022-04-08,275229.9660900000
2022-04-09,275829.6660900000
2022-04-10,275829.6660900000
2022-04-11,275829.6660900000
2022-04-12,275829.6660900000
2022-04-13,276329.4160900000
2022-04-14,277178.9910900000
2022-04-15,277178.9910900000
2022-04-16,278056.6556900000
2022-04-17,278056.6556900000
2022-04-18,278056.6556900000
2022-04-19,278556.4156800000
2022-04-20,279156.1156800000
2022-04-21,280005.6906800000
2022-04-22,280005.6906800000
2022-04-23,280505.4406800000
2022-04-24,280505.4406800000
2022-04-25,280505.4406800000
2022-04-26,280505.4406800000
2022-04-27,281005.1906800000
2022-04-28,281005.1906800000
2022-04-29,281306.3900000000
2022-04-30,281806.1400000000
2022-05-01,281806.1400000000
2022-05-02,281806.1400000000
2022-05-03,281806.1400000000
2022-05-04,281806.1400000000
2022-05-05,282405.8400000000
2022-05-06,283005.5400000000
2022-05-07,283005.5400000000
2022-05-08,283305.3900000000
2022-05-09,283805.1400000000
2022-05-10,283805.1400000000
2022-05-11,284204.9400000000
2022-05-12,284704.6900000000
2022-05-13,284104.4900000000
2022-05-14,285004.0400000000
2022-05-15,284504.0400000000
2022-05-16,284504.0400000000
2022-05-17,283904.0400000000
2022-05-18,283254.0400000000
2022-05-19,279853.0400000000
2022-05-20,279353.0400000000
2022-05-21,276503.0400000000
2022-05-22,276503.0400000000
2022-05-23,276503.0400000000
2022-05-24,276503.0400000000
2022-05-25,275903.0400000000
2022-05-26,275903.0400000000
2022-05-27,275203.0400000000
2022-05-28,274152.0399000000
2022-05-29,274451.8899000000
2022-05-30,274451.8899000000
2022-05-31,273701.8899000000
2022-06-01,273701.8899000000
2022-06-02,273701.8899000000
2022-06-03,273701.8899000000
2022-06-04,272951.8899000000
2022-06-05,273301.7149000000
2022-06-06,273301.7149000000
2022-06-07,273301.7149000000
2022-06-08,273301.7149000000
2022-06-09,273301.7149000000
2022-06-10,273301.7149000000
2022-06-11,273801.4649000000
2022-06-12,273801.4649000000
2022-06-13,273351.4649000000
2022-06-14,271551.4649000000
2022-06-15,270751.4649000000
2022-06-16,269501.2800100000
2022-06-17,270001.0300100000
2022-06-18,267500.0300100000
2022-06-19,267599.8300100000
2022-06-20,267189.8300100000
2022-06-21,266779.8300100000
2022-06-22,266528.8300100000
2022-06-23,265753.8300100000
2022-06-24,265303.8300100000
2022-06-25,265303.8300100000
2022-06-26,265303.8300100000
2022-06-27,264928.8300100000
2022-06-28,264478.8300100000
2022-06-29,264478.8300100000
2022-06-30,263478.8300100000
2022-07-01,262528.8300100000
2022-07-02,260888.8300100000
2022-07-03,260388.8300100000
2022-07-04,260388.8300100000
2022-07-05,260388.8300100000
2022-07-06,260388.8300100000
2022-07-07,259438.8300100000
2022-07-08,259088.8300100000
2022-07-09,258688.8300100000
2022-07-10,254238.8300100000
2022-07-11,253688.8300100000
2022-07-12,249880.4994900000
2022-07-13,248382.5531600000
2022-07-14,238832.5530600000
2022-07-15,238682.3780600000
2022-07-16,238232.3780600000
2022-07-17,238232.3780600000
2022-07-18,237782.3780600000
2022-07-19,237332.3780600000
2022-07-20,237332.1870600000
2022-07-21,236882.1870600000
2022-07-22,236882.1870600000
2022-07-23,236882.1870600000
2022-07-24,236882.1870600000
2022-07-25,236882.1870600000
2022-07-26,236410.4935100000
2022-07-27,236410.3185100000
2022-07-28,236410.3185100000
2022-07-29,236710.1685100000
2022-07-30,236710.1685100000
2022-07-31,236710.1685100000
2022-08-01,236710.1685100000
2022-08-02,236710.1685100000
2022-08-03,236710.1695100000
2022-08-04,236710.1695100000
2022-08-05,236710.1695100000
2022-08-06,236710.1695100000
2022-08-07,236710.1695100000
2022-08-08,236710.1695100000
2022-08-09,236710.1795000000
2022-08-10,240708.4295000000
2022-08-11,243856.1402500000
2022-08-12,246344.8952500000
2022-08-13,247472.1897800000
2022-08-14,247472.1897800000
2022-08-15,247472.1897800000
2022-08-16,247162.1897800000
2022-08-17,247162.1897800000
2022-08-18,247162.1898800000
2022-08-19,247162.1898800000
2022-08-20,247461.7487400000
2022-08-21,247461.7487400000
2022-08-22,247461.7487400000
2022-08-23,247161.7487400000
2022-08-24,247161.7487400000
2022-08-25,246861.7487400000
2022-08-26,247660.6687400000
2022-08-27,247660.6687400000
2022-08-28,247660.6687400000
2022-08-29,247660.6687400000
2022-08-30,247360.6687400000
2022-08-31,247360.6687400000
2022-09-01,247660.1887400000
2022-09-02,247660.1887400000
2022-09-03,247959.7087400000
2022-09-04,247959.7087400000
2022-09-05,247959.7087400000
2022-09-06,247959.7087400000
2022-09-07,248359.0687400000
2022-09-08,248359.0687400000
2022-09-09,248758.4287400000
2022-09-10,248758.4287400000
2022-09-11,248758.4287400000
2022-09-12,248758.4287400000
2022-09-13,248758.4287400000
2022-09-14,248758.4287400000
2022-09-15,249257.8287400000
2022-09-16,249257.8287400000
2022-09-17,248757.8287400000
2022-09-18,248757.8287400000
2022-09-19,248757.8287400000
2022-09-20,248757.8287400000
2022-09-21,245107.1713600000
2022-09-22,245107.1713600000
2022-09-23,244607.1713600000
2022-09-24,244607.1713600000
2022-09-25,244607.1713600000
2022-09-26,244607.1713600000
2022-09-27,244607.1713600000
2022-09-28,245106.5713600000
2022-09-29,245106.5713600000
2022-09-30,245106.5713600000
2022-10-01,244756.5713600000
2022-10-02,244756.5713600000
2022-10-03,244756.5713600000
2022-10-04,244756.5713600000
2022-10-05,244756.5713600000
2022-10-06,244756.5713600000
2022-10-07,244756.5713600000
2022-10-08,244756.5713600000
2022-10-09,244756.5713600000
2022-10-10,244406.5713600000
2022-10-11,244406.5713600000
2022-10-12,244406.5713600000
2022-10-13,244406.5713600000
2022-10-14,244406.5713600000
2022-10-15,244056.5713600000
2022-10-16,244555.9713600000
2022-10-17,244555.9713600000
2022-10-18,244555.9713600000
2022-10-19,244555.9723600000
2022-10-20,244880.4513600000
2022-10-21,244880.4513600000
2022-10-22,244880.4513600000
2022-10-23,244880.4513600000
2022-10-24,244880.4513600000
2022-10-25,244880.4513600000
2022-10-26,244880.4513600000
2022-10-27,244880.4513600000
2022-10-28,244880.4513600000
2022-10-29,245379.8513600000
2022-10-30,245379.8513600000
2022-10-31,245379.8513600000
2022-11-01,245379.8513600000
2022-11-02,245379.8513600000
2022-11-03,245379.8513600000
2022-11-04,245379.8513600000
2022-11-05,245379.8513600000
2022-11-06,245379.8513600000
2022-11-07,245379.8513600000
2022-11-08,245379.8513600000
2022-11-09,245379.8513600000
2022-11-10,242379.8513600000
2022-11-11,238463.5173900000
2022-11-12,237913.5173900000
2022-11-13,237913.5173900000
2022-11-14,237913.5173900000
2022-11-15,237913.5173900000
2022-11-16,237093.5173900000
2022-11-17,237093.5173900000
2022-11-18,236272.5173900000
2022-11-19,235722.5173900000
2022-11-20,235722.5173900000
2022-11-21,235722.5173900000
2022-11-22,235357.4379000000
2022-11-23,232988.0248300000
2022-11-24,231441.4497600000
2022-11-25,229259.0365200000
2022-11-26,225708.4041900000
2022-11-27,221028.5303700000
2022-11-28,218226.9763700000
2022-11-29,216975.3715500000
2022-11-30,215871.1923500000
2022-12-01,214745.1923500000
2022-12-02,214745.1923500000
2022-12-03,210044.7123500000
2022-12-04,210044.7123500000
2022-12-05,210044.7123500000
2022-12-06,210044.7123500000
2022-12-07,200044.7123500000
2022-12-08,200044.7123500000
2022-12-09,200044.7123500000
2022-12-10,200044.7123500000
2022-12-11,200044.7123500000
2022-12-12,200044.7123500000
2022-12-13,199238.7123500000
2022-12-14,199238.7123500000
2022-12-15,199238.7123500000
2022-12-16,185610.4623500000
2022-12-17,185909.9823500000
2022-12-18,185909.9823500000
2022-12-19,185909.9823500000
2022-12-20,185909.9823500000
2022-12-21,185909.9823500000
2022-12-22,184404.9823500000
2022-12-23,184404.9823500000
2022-12-24,184404.7823500000
2022-12-25,184404.7823500000
2022-12-26,184404.7823500000
2022-12-27,184404.7823500000
2022-12-28,184404.7823500000
2022-12-29,183904.7823500000
2022-12-30,183904.7823500000
2022-12-31,183548.3023500000
2023-01-01,183548.3013500000
2023-01-02,183548.3013500000
2023-01-03,183048.2913500000
2023-01-04,183048.2913500000
2023-01-05,183048.2913500000
2023-01-06,183048.2913500000
2023-01-07,183048.2913500000
2023-01-08,183048.2913500000
2023-01-09,183048.2913500000
2023-01-10,183048.2913500000
2023-01-11,183048.2913500000
2023-01-12,183048.2913500000
2023-01-13,183048.2913500000
2023-01-14,183048.2913500000
2023-01-15,183048.2913500000
2023-01-16,183447.6513500000
2023-01-17,183447.6513500000
2023-01-18,180447.6213500000
2023-01-19,180447.6213500000
2023-01-20,180197.6213500000
2023-01-21,180197.6213500000
2023-01-22,180197.6213500000
2023-01-23,180197.6213500000
2023-01-24,179447.6113500000
2023-01-25,179447.6113500000
2023-01-26,178497.7113500000
2023-01-27,176847.7113500000
2023-01-28,176847.7113500000
2023-01-29,176547.7113500000
2023-01-30,176547.7113500000
2023-01-31,176547.7113500000
2023-02-01,176547.7113500000
2023-02-02,176247.7113500000
2023-02-03,176247.7113500000
2023-02-04,176247.7113500000
2023-02-05,176647.0713500000
2023-02-06,176647.0713500000
2023-02-07,176647.0713500000
2023-02-08,176372.0713500000
2023-02-09,176372.0713500000
2023-02-10,176372.0713500000
2023-02-11,176097.0713500000
2023-02-12,176097.0713500000
2023-02-13,176097.0713500000
2023-02-14,176097.0713500000
2023-02-15,176097.0713500000
2023-02-16,176097.0713500000
2023-02-17,175797.0713500000
2023-02-18,175797.0713500000
2023-02-19,175797.0713500000
2023-02-20,175797.0713500000
2023-02-21,175797.0713500000
2023-02-22,175497.0713500000
2023-02-23,175497.0713500000
2023-02-24,175497.0713500000
2023-02-25,175497.0713500000
2023-02-26,175896.4313500000
2023-02-27,175896.4313500000
2023-02-28,164396.4213500000
2023-03-01,153164.1342500000
2023-03-02,153164.1342500000
2023-03-03,153164.1342500000
2023-03-04,153164.1342500000
2023-03-05,153164.1342500000
2023-03-06,153164.1342500000
2023-03-07,153164.1342500000
2023-03-08,153164.1342500000
2023-03-09,153164.1342500000
2023-03-10,153164.1342500000
2023-03-11,153164.1342500000
2023-03-12,153164.1342500000
2023-03-13,153164.1342500000
2023-03-14,153164.1342500000
2023-03-15,151362.1342500000
2023-03-16,149851.1342500000
2023-03-17,150150.6542500000
2023-03-18,150150.6542500000
2023-03-19,150150.6542500000
2023-03-20,150150.6542500000
2023-03-21,150150.6542500000
2023-03-22,150150.6542500000
2023-03-23,150150.6542500000
2023-03-24,150150.6542500000
2023-03-25,150150.6542500000
2023-03-26,150150.6542500000
2023-03-27,150150.6542500000
2023-03-28,150150.6542500000
2023-03-29,150450.1842300000
2023-03-30,150450.1842300000
2023-03-31,150450.1842300000
2023-04-01,150450.1842300000
2023-04-02,150450.1842300000
2023-04-03,150450.1842300000
2023-04-04,150450.1842300000
2023-04-05,150950.6850300000
2023-04-06,150950.6850300000
2023-04-07,150950.6860300000
2023-04-08,150950.6851300000
2023-04-09,150950.6851300000
2023-04-10,150950.6851300000
2023-04-11,150700.6851300000
2023-04-12,150700.6851300000
2023-04-13,150700.6851300000
2023-04-14,150450.6851300000
2023-04-15,150750.2051300000
2023-04-16,150750.2051300000
2023-04-17,150750.2051300000
2023-04-18,153251.0726800000
2023-04-19,153313.0726800000
2023-04-20,153562.6726800000
2023-04-21,153562.6726800000
2023-04-22,154211.5926800000
2023-04-23,154211.5926800000
2023-04-24,154211.5926800000
2023-04-25,153961.5926800000
2023-04-26,153961.5926800000
2023-04-27,153711.5926800000
2023-04-28,153711.5926800000
2023-04-29,154011.1126800000
2023-04-30,154011.1126800000
2023-05-01,154011.1126800000
2023-05-02,154011.1126800000
2023-05-03,154210.7926800000
2023-05-04,154210.7926800000
2023-05-05,154410.4726800000
2023-05-06,154410.4726800000
2023-05-07,154410.4726800000
2023-05-08,154410.4726800000
2023-05-09,154410.4726800000
2023-05-10,154410.4726800000
2023-05-11,154410.4726800000
2023-05-12,154909.8726800000
2023-05-13,154909.8726800000
2023-05-14,155209.3926800000
2023-05-15,155209.3926800000
2023-05-16,154959.3926800000
2023-05-17,154959.3926800000
2023-05-18,154959.3926800000
2023-05-19,154959.4026600000
2023-05-20,155548.6948000000
2023-05-21,155548.6948000000
2023-05-22,155548.6948000000
2023-05-23,155548.6948000000
2023-05-24,156049.0936000000
2023-05-25,156049.0936000000
2023-05-26,156049.0936000000
2023-05-27,156348.6136000000
2023-05-28,156348.6136000000
2023-05-29,156348.6136000000
2023-05-30,156348.6136000000
2023-05-31,156348.6136000000
2023-06-01,156348.6136000000
2023-06-02,156348.6136000000
2023-06-03,156528.3256000000
2023-06-04,156528.3256000000
2023-06-05,156528.3256000000
2023-06-06,156528.3256000000
2023-06-07,156628.2654400000
2023-06-08,156448.2654400000
2023-06-09,156747.7854400000
2023-06-10,156747.7854400000
2023-06-11,156747.7854400000
2023-06-12,156747.7854400000
2023-06-13,156747.7854400000
2023-06-14,156747.6754400000
2023-06-15,156627.6754400000
2023-06-16,156627.6754400000
2023-06-17,156927.1954400000
2023-06-18,156927.1954400000
2023-06-19,156927.1954400000
2023-06-20,156927.1954400000
2023-06-21,156927.1954400000
2023-06-22,157027.0458300000
2023-06-23,157027.0458300000
2023-06-24,157027.0458300000
2023-06-25,157326.5658300000
2023-06-26,157326.5658300000
2023-06-27,157326.5658300000
2023-06-28,157326.5658300000
2023-06-29,157326.5658300000
2023-06-30,157326.5658300000
2023-07-01,156976.5658300000
2023-07-02,156976.5658300000
2023-07-03,156976.5658300000
2023-07-04,156976.5564400000
2023-07-05,156976.5564400000
2023-07-06,156926.3985900000
2023-07-07,157225.9185900000
2023-07-08,157225.9185900000
2023-07-09,157525.4385900000
2023-07-10,157525.4385900000
2023-07-11,157525.4477700000
2023-07-12,157525.4477700000
2023-07-13,157824.9667800000
2023-07-14,157874.8867800000
2023-07-15,157874.8867800000
2023-07-16,157874.8867800000
2023-07-17,157874.8867800000
2023-07-18,157874.8867800000
2023-07-19,157874.8967600000
2023-07-20,158175.4147600000
2023-07-21,161174.9142600000
2023-07-22,161174.9042600000
2023-07-23,161174.9042600000
2023-07-24,161174.9042600000
2023-07-25,161165.0577300000
2023-07-26,161464.5777300000
2023-07-27,161464.5777300000
2023-07-28,161464.5777300000
2023-07-29,161460.7777300000
2023-07-30,161460.7777300000
2023-07-31,161460.7777300000
2023-08-01,161760.2977300000
2023-08-02,161760.2977300000
2023-08-03,162067.8239000000
2023-08-04,162105.5876800000
2023-08-05,162105.5876800000
2023-08-06,162105.5876800000
2023-08-07,162105.5876800000
2023-08-08,162105.5876800000
2023-08-09,162105.5876800000
2023-08-10,162105.5876800000
2023-08-11,162105.5876800000
2023-08-12,162205.4276800000
2023-08-13,162205.4276800000
2023-08-14,162205.4276800000
2023-08-15,162205.4276800000
2023-08-16,162205.4286700000
2023-08-17,162205.4276800000
2023-08-18,162305.2576800000
2023-08-19,162305.2576800000
2023-08-20,162305.2576800000
2023-08-21,162305.2576800000
2023-08-22,162305.2576800000
2023-08-23,162305.2576800000
2023-08-24,162405.1076400000
2023-08-25,162405.1076400000
2023-08-26,162789.4916400000
2023-08-27,162789.4916400000
2023-08-28,162889.3316400000
2023-08-29,162889.3316400000
2023-08-30,162889.3316400000
2023-08-31,162775.0317400000
2023-09-01,162775.0317400000
2023-09-02,162874.8717400000
2023-09-03,162874.8717400000
2023-09-04,162874.8717400000
2023-09-05,162874.8717400000
2023-09-06,162874.8717400000
2023-09-07,162874.8717400000
2023-09-08,162874.8717400000
2023-09-09,162874.8717400000
2023-09-10,162874.8717400000
2023-09-11,162874.8717400000
2023-09-12,162874.8717400000
2023-09-13,162874.8717400000
2023-09-14,162874.8717400000
2023-09-15,162874.8717400000
2023-09-16,162874.8717400000
2023-09-17,162874.8717400000
2023-09-18,162874.8717400000
2023-09-19,162874.8717400000
2023-09-20,162874.8717400000
2023-09-21,162874.8717400000
2023-09-22,162874.8717400000
2023-09-23,162874.8717400000
2023-09-24,162874.8717400000
2023-09-25,162874.8717400000
2023-09-26,162874.8717400000
2023-09-27,162874.8717400000
2023-09-28,162702.0719200000
2023-09-29,162702.0719200000
2023-09-30,162794.9231200000
2023-10-01,162794.9231200000
2023-10-02,162794.9231200000
2023-10-03,162794.9231200000
2023-10-04,162894.7631200000
2023-10-05,162894.7631200000
2023-10-06,162983.7631200000
2023-10-07,163006.5839200000
2023-10-08,163006.5839200000
2023-10-09,163006.5839200000
2023-10-10,163006.5839200000
2023-10-11,163006.5839200000
2023-10-12,163006.5839200000
2023-10-13,163006.5839200000
2023-10-14,163006.5839200000
2023-10-15,163006.5839200000
2023-10-16,163006.5839200000
2023-10-17,163006.5839200000
2023-10-18,163006.5839200000
2023-10-19,163006.5839200000
2023-10-20,163006.5839200000
2023-10-21,163006.5839200000
2023-10-22,163006.5839200000
2023-10-23,163006.5839200000
2023-10-24,163006.5839200000
2023-10-25,164005.3839200000
2023-10-26,163854.3938800000
2023-10-27,163854.3938800000
2023-10-28,163899.3218800000
2023-10-29,163899.3218800000
2023-10-30,163899.3218800000
2023-10-31,163734.9920800000
2023-11-01,163741.9808800000
2023-11-02,163741.9808800000
2023-11-03,163741.9808800000
2023-11-04,163741.9808800000
2023-11-05,163741.9808800000
2023-11-06,163741.9808800000
2023-11-07,163741.9808800000
2023-11-08,163741.9808800000
2023-11-09,163741.9808800000
2023-11-10,163741.9808800000
2023-11-11,163741.9808800000
2023-11-12,163741.9808800000
2023-11-13,163741.9808800000
2023-11-14,163741.9808800000
2023-11-15,163741.9808800000
2023-11-16,163741.9808800000
2023-11-17,163824.9708800000
2023-11-18,163322.9808800000
2023-11-19,163322.9791000000
2023-11-20,163322.9791000000
2023-11-21,162622.9793500000
2023-11-22,162622.9793500000
2023-11-23,162622.9793500000
2023-11-24,162622.9793500000
2023-11-25,161572.9805500000
2023-11-26,161572.9805500000
2023-11-27,161572.9805500000
2023-11-28,160876.8925500000
2023-11-29,160078.2034900000
2023-11-30,160276.3858900000
2023-12-01,160286.3698900000
2023-12-02,160286.3698900000
2023-12-03,160286.3698900000
2023-12-04,160286.3698900000
2023-12-05,160286.3678900000
2023-12-06,160286.3678900000
2023-12-07,159284.3178900000
2023-12-08,154744.2678900000
2023-12-09,154744.2678900000
2023-12-10,154744.2678900000
2023-12-11,154744.2678900000
2023-12-12,154744.2678900000
2023-12-13,154744.2678900000
2023-12-14,154744.2678900000
2023-12-15,154744.2678900000
2023-12-16,154744.2678900000
2023-12-17,154744.2678900000
2023-12-18,154744.2678900000
2023-12-19,154067.7678900000
2023-12-20,154067.7678900000
2023-12-21,155570.6799900000
2023-12-22,155730.6795800000
2023-12-23,155730.6795800000
2023-12-24,155730.6795800000
2023-12-25,155730.6795800000
2023-12-26,155730.6795800000
2023-12-27,155730.6795800000
2023-12-28,157942.6795800000
2023-12-29,158168.9887900000
2023-12-30,158168.9887900000
2023-12-31,158168.9887900000
2024-01-01,158168.9887900000
2024-01-02,158168.9887900000
2024-01-03,158168.9887900000
2024-01-04,158168.9887900000
2024-01-05,158168.9887900000
2024-01-06,158168.9887900000
2024-01-07,158168.9887900000
2024-01-08,158168.9887900000
2024-01-09,158168.9887900000
2024-01-10,158168.9887900000
2024-01-11,158168.9887900000
2024-01-12,158168.9887900000
2024-01-13,158168.9887900000
2024-01-14,158168.9887900000
2024-01-15,158168.9887900000
2024-01-16,158168.9887900000
2024-01-17,158168.9887900000
2024-01-18,158168.9887900000
2024-01-19,158168.9887900000
2024-01-20,158218.8639700000
2024-01-21,158218.8639700000
2024-01-22,158218.8639700000
2024-01-23,158218.8639700000
2024-01-24,158218.8639700000
2024-01-25,158368.6237200000
2024-01-26,158368.6237200000
2024-01-27,157867.6237200000
2024-01-28,157867.6237200000
2024-01-29,157867.6237200000
2024-01-30,157804.0537200000
2024-01-31,157804.0537200000
2024-02-01,157804.0537200000
2024-02-02,157804.0537200000
2024-02-03,157804.0537200000
2024-02-04,157804.0537200000
2024-02-05,157804.0537200000
2024-02-06,157804.0537200000
2024-02-07,157804.0537200000
2024-02-08,157804.0537200000
2024-02-09,157804.0537200000
2024-02-10,157804.0537200000
2024-02-11,157804.0537200000
2024-02-12,157804.0537200000
2024-02-13,156932.0537200000
2024-02-14,156932.0537200000
2024-02-15,156932.0537200000
2024-02-16,156932.0537200000
2024-02-17,156932.0537200000
2024-02-18,156932.0537200000
2024-02-19,156932.0537200000
2024-02-20,156932.0537200000
2024-02-21,156932.0537200000
2024-02-22,156932.0537200000
2024-02-23,156932.0537200000
2024-02-24,156932.0537200000
2024-02-25,156932.0537200000
2024-02-26,156932.0537200000
2024-02-27,156876.0537200000
2024-02-28,156371.0537200000
2024-02-29,156371.0537200000
2024-03-01,155856.0537200000
2024-03-02,155856.0537200000
2024-03-03,155856.0537200000
2024-03-04,155856.0537200000
2024-03-05,155856.0537200000
2024-03-06,155856.0537200000
2024-03-07,155857.0520100000
2024-03-08,155857.0520100000
2024-03-09,155956.8920100000
2024-03-10,155956.8920100000
2024-03-11,155956.8920100000
2024-03-12,155956.8920100000
2024-03-13,155956.8920100000
2024-03-14,155594.8920100000
2024-03-15,155594.8920100000
2024-03-16,155434.8920100000
2024-03-17,155434.8920100000
2024-03-18,155434.8920100000
2024-03-19,155434.8920100000
2024-03-20,155434.8920100000
2024-03-21,155474.8979000000
2024-03-22,155474.8979000000
2024-03-23,155474.8979000000
2024-03-24,155474.8979000000
2024-03-25,155474.8979000000
2024-03-26,155474.8979000000
2024-03-27,155474.8979000000
2024-03-28,155266.8979000000
